84	95	35	82	95	3	99	44	14	24	14	76	8	85	13	43	1	48	98	9	31	25	38	11	100	26	96	72	23	31	100	11	57	3	4	2	18	3	96	60	95	32	23	61	92	16	51	56	56	57	38	13	28	39	37	91	10	3	11	26	35	92	8	67	89	3	27	59	8	59	100	24	20	1	82	10	50	65	76	89	96	12	31	54	81	33	13	52	23	49	60	61	17	84	46	26	7	28	33	60
45	46	8	12	4	85	25	76	99	93	3	26	12	54	38	26	55	38	84	61	56	72	73	67	34	58	78	91	73	57	36	15	38	53	96	42	52	6	82	66	29	92	83	15	47	93	44	40	94	85	39	35	94	83	36	84	22	1	11	28	40	66	94	54	19	48	26	27	22	48	74	53	62	95	72	45	47	33	60	44	78	23	93	15	4	23	65	86	82	40	98	52	64	4	87	28	90	55	38	58
88	29	87	61	74	11	10	84	44	98	57	29	15	69	87	16	40	52	22	65	47	79	68	9	43	49	49	77	98	92	18	100	45	22	86	53	10	68	78	70	45	28	64	99	75	17	74	35	65	92	50	15	12	99	13	98	46	88	64	81	87	83	14	51	1	37	31	36	76	99	96	8	47	89	87	94	53	22	97	29	43	53	46	89	74	62	52	43	77	88	76	94	9	42	88	18	72	92	99	88
18	84	84	12	97	74	18	92	78	5	55	37	61	49	71	14	59	97	85	72	73	90	97	25	44	59	39	79	34	61	10	70	69	26	39	16	10	63	3	51	77	94	23	46	20	7	88	84	52	38	59	41	80	21	23	47	7	68	4	20	83	71	71	9	54	36	48	60	54	25	27	79	96	80	71	5	65	76	1	71	72	27	77	61	99	36	60	35	23	19	35	59	12	92	25	4	17	26	20	60
73	95	79	35	99	59	78	57	66	61	88	63	40	36	24	62	4	12	57	47	35	92	8	42	79	76	12	26	29	37	92	37	45	5	79	99	26	62	91	44	53	2	45	26	13	99	82	13	94	69	79	53	52	88	70	13	29	54	95	67	16	71	78	21	23	55	3	29	96	31	15	3	27	40	95	98	4	64	20	38	17	15	13	11	73	17	58	84	49	91	69	16	48	25	14	47	91	39	10	33
21	20	81	79	64	4	24	22	62	67	82	84	9	72	93	58	24	3	9	4	82	91	78	20	28	5	92	13	57	32	30	9	48	37	92	32	16	71	78	99	57	86	63	81	86	86	59	84	14	6	98	83	76	49	89	10	1	53	9	11	5	15	51	8	90	80	28	62	8	40	75	2	26	55	74	91	45	18	71	19	50	63	70	38	63	60	31	46	11	96	22	28	59	3	75	52	28	42	92	8
19	61	39	9	16	52	54	15	68	13	49	51	22	55	79	93	40	26	14	47	91	59	98	25	41	29	91	26	68	6	74	50	82	2	56	19	12	56	65	94	41	52	35	12	92	73	22	90	74	27	73	25	5	8	72	17	18	70	69	14	86	76	41	36	71	87	83	12	86	58	46	85	28	40	91	38	7	90	86	55	96	21	51	87	79	14	76	55	36	30	14	5	13	76	72	13	94	87	6	95
67	97	44	45	6	73	47	39	61	52	83	19	73	10	87	56	68	62	7	62	3	40	55	72	1	62	67	34	82	95	43	33	69	75	89	90	90	65	85	63	7	4	3	99	97	86	34	74	8	70	62	58	63	89	90	9	50	63	69	18	77	50	35	36	100	7	39	96	92	54	7	5	100	19	33	56	21	89	28	27	4	9	31	2	48	35	42	25	26	64	32	42	100	64	79	65	90	92	20	9
43	97	58	70	9	83	38	68	82	62	53	71	24	13	57	57	76	33	99	15	6	91	8	71	85	20	78	30	67	71	9	58	64	83	59	51	96	39	75	62	61	79	93	90	24	20	81	21	32	31	78	3	26	84	85	11	9	80	100	78	21	18	85	98	29	98	39	7	32	11	87	3	59	94	10	76	14	9	93	83	94	44	28	1	34	21	70	34	19	64	19	29	93	99	13	71	97	73	69	36
96	54	71	15	59	65	98	64	47	26	28	52	32	94	32	57	39	99	84	100	24	46	41	21	87	61	45	50	32	16	25	13	83	31	6	53	59	94	21	25	92	21	64	10	39	44	66	87	15	43	39	5	65	40	42	81	9	53	44	76	54	75	2	95	85	5	79	2	74	62	1	54	56	30	40	84	4	8	29	24	41	73	53	66	58	28	34	24	10	45	9	43	1	27	42	77	84	26	5	93
