2	95	68	99	86	23	80	79	93	53	84	14	5	57	97	54	30	17	95	96	37	14	44	11	6	8	38	86	66	58	94	6	95	55	27	65	53	59	20	27	56	40	47	30	82	70	26	1	85	81	41	19	15	35	7	99	51	53	91	21	6	93	81	58	74	72	72	53	14	61	68	29	73	29	68	45	21	58	85	48	10	2	68	23	2	30	90	20	15	23	70	25	43	88	22	91	92	25	13	76	50	72	68	84	23	30	94	66	39	44	38	83	89	11	5	10	39	71	79	92	31	43	47	73	68	49	21	53	57	50	6	70	23	69	52	48	90	89	46	15	36	38	86	40	75	88	8	94	45	6	58	85	71	35	65	81	66	54	26	20	1	53	78	91	25	86	46	37	30	94	47	74	4	3	40	1	75	76	49	40	61	6	59	66	41	30	90	4	51	75	48	68	52	76	65	90	57	36	86	47	36	71	45	87	8	83	60	36	13	81	71	10	63	43	1	22	86	3	1	53	89	88	25	91	53	61	46	30	93	41	27	88	90	75	96	66	69	91	53	16	15	35	3	34	80	78	82	29	59	20	29	67	61	20	87	88	20	57	99	98	86	58	82	6	82	100	79	30	99	28	24	2	45	25	34	95	75	9	5	5	12	37	64	19	99	26	25	7	29	59	49	82	42	59	10	33	51	41	26	74	71	55	99	70	68	82	40	14	8	54	51	87	65	36	67	85	60	47	100	35	85	94	47	55	55	6	32	22	44	34	86	25	87	56	3	17	92	38	23	69	94	74	45	68	26	66	81	70	64	5	68	43	12	31	21	12	61	37	43	29	94	16	82	41	37	35	38	93	91	47	78	77	3	92	24	33	39	3	69	60	95	29	9	71	51	84	98	50	8	66	66	8	14	12	94	57	35	27	78	5	95	29	85	38	11	37	70	94	20	14	78	43	66	60	83	62	64	16	76	74	52	34	71	48	36	46	71	81	53	68	15	24	25	56	96	63	92	34	24	15	24	70	15	18	42	53	8	66	3	73	6	11	94	88	33	25	26	63	60	15	55	22	85	61	70	7	60	27	68	56	55	10	72	96	22	19	48	2	39	24	68	18	70	21	24	97	30	2	82	8	91	31	35	54	15	47	45	10	7	52	18	4	59	82	70	57	11	93	47	100	81	26	14	16	90	47	22	36	49	69	30	29	84	62	66	30	57	35	73	92	54	10	45	91	83	96	47	27	15	70	93	20	91	61	25	35	55	68	70	52	24	17	41	93	69	85	59	12	26	80	94	80	65	2	82	48	94	43	14	59	4	26	12	6	63	65	88	61	45	100	70	87	56	72	47	79	66	84	5	81	32	69	68	18	57	18	84	49	44	11
69	39	20	75	29	63	18	1	57	68	87	5	35	40	53	88	40	44	7	19	9	89	62	48	37	42	1	92	68	8	56	92	42	22	94	36	82	1	72	44	86	77	19	19	65	37	82	86	54	18	37	30	22	78	68	5	82	4	22	46	2	70	56	83	69	13	19	73	13	47	95	18	71	81	26	24	30	80	83	76	90	53	71	32	82	20	54	18	70	17	38	27	54	15	19	5	20	49	79	16	72	88	35	22	89	97	83	40	29	66	69	11	38	7	78	76	15	44	55	20	4	81	68	19	99	67	91	9	50	14	67	86	48	23	14	15	89	77	43	16	4	66	32	94	80	99	34	67	61	51	72	77	9	11	61	40	94	30	77	35	11	71	20	77	70	92	87	22	61	7	91	55	93	53	18	79	38	83	65	33	83	76	55	16	81	82	62	25	80	47	25	94	35	32	44	45	69	70	1	18	36	16	100	28	49	11	82	16	93	12	24	7	13	68	76	10	51	90	98	81	32	57	98	95	2	60	32	7	76	73	56	51	14	42	30	58	74	19	80	57	73	83	60	15	93	9	21	22	36	60	62	86	47	16	97	20	53	90	13	88	76	93	58	68	50	55	63	87	96	65	96	61	65	98	38	22	38	40	58	85	5	98	33	16	90	79	1	10	58	40	47	98	28	36	83	58	95	82	53	60	100	23	68	31	24	34	13	30	85	11	59	13	5	81	27	21	53	62	79	66	76	34	23	60	28	23	60	57	91	34	57	41	35	37	45	73	2	22	28	94	8	38	91	78	63	35	67	23	6	85	100	47	41	87	61	97	38	60	96	43	17	100	80	24	38	94	81	14	80	27	20	19	29	42	74	5	76	67	5	64	49	41	8	61	23	91	41	27	86	97	77	100	27	60	82	28	35	15	88	11	39	34	68	45	40	63	19	1	99	99	97	5	46	28	77	70	47	100	94	15	85	24	100	10	4	41	47	54	86	65	87	100	93	73	93	20	11	63	43	93	34	2	39	37	1	78	13	76	18	98	63	24	75	88	79	37	50	14	58	78	23	67	22	98	44	60	56	97	73	86	83	61	39	27	83	51	79	7	65	49	35	23	53	32	12	9	36	40	28	92	24	100	12	49	78	5	8	31	24	47	91	2	80	28	38	99	21	5	28	13	53	32	12	95	57	92	67	82	62	62	49	71	24	95	50	16	20	92	42	3	94	53	92	42	12	4	93	93	23	71	99	49	27	94	43	10	7	73	53	96	89	59	65	23	75	42	73	59	34	94	32	87	18	50	38	46	28	76	34	97	9	100	64	33	33	67	1	6	89	87	56	62	83	92	74	43	17	44	27	62	30	81	24	13	27	18	90	49	34	50
69	13	84	68	29	11	87	39	65	71	6	69	49	23	69	3	49	15	4	1	81	23	38	60	76	32	64	42	28	23	11	76	17	28	89	81	27	6	48	92	69	84	34	3	89	64	12	32	77	81	17	62	39	40	34	50	90	57	67	64	63	65	29	98	42	64	96	79	48	27	31	99	96	25	81	75	24	60	11	54	59	40	48	34	40	72	54	29	87	3	88	82	79	89	82	65	82	92	64	69	10	89	48	79	33	74	91	100	32	51	91	22	25	76	54	71	36	7	100	99	70	85	71	77	72	75	25	92	1	45	65	18	65	95	60	96	38	66	80	76	21	86	75	14	20	65	64	88	98	2	24	36	94	50	38	53	24	31	20	44	70	86	73	65	31	71	47	16	32	75	43	2	53	14	4	21	7	59	52	84	88	100	38	71	67	2	32	31	39	61	2	44	29	61	84	4	63	12	27	12	84	11	32	2	89	62	74	23	77	21	58	4	28	75	89	13	42	68	6	42	99	90	9	45	78	91	93	15	37	63	1	60	59	66	5	66	14	55	100	66	20	32	56	45	15	12	22	75	55	26	73	21	52	70	53	81	78	27	76	34	83	15	93	75	15	31	18	5	40	96	77	81	95	67	79	10	89	14	71	25	27	67	37	87	96	92	88	41	1	79	78	25	39	45	97	86	32	42	5	4	1	71	12	51	55	75	65	15	32	64	88	1	40	30	73	92	25	22	76	80	15	28	87	11	79	37	98	26	96	70	79	70	3	100	35	25	38	98	91	44	25	88	82	86	74	36	92	92	82	50	100	84	56	79	27	81	35	91	56	62	50	83	28	40	69	57	47	66	68	65	58	67	66	14	64	90	94	34	82	99	68	31	40	34	63	86	24	52	94	28	94	57	63	20	28	62	64	38	88	63	98	10	57	40	4	91	34	82	3	28	5	5	9	25	25	22	4	58	36	95	32	47	90	1	29	60	26	69	12	72	82	25	75	64	22	4	44	21	46	40	47	1	70	26	95	54	51	98	10	79	83	17	20	85	37	97	54	79	68	75	74	17	64	98	27	99	28	67	8	10	59	90	91	58	95	64	69	4	39	41	81	24	30	80	89	23	70	10	3	81	52	2	54	75	83	50	19	75	67	52	72	14	22	66	1	75	3	51	35	57	77	90	22	68	7	44	79	32	16	31	39	76	20	3	58	95	36	64	19	37	37	16	50	82	41	32	36	88	97	81	75	92	100	27	69	61	65	6	23	93	85	79	48	78	4	35	34	5	7	100	78	65	20	22	41	28	4	93	38	13	42	83	84	82	43	98	74	1	81	87	100	41	51	62	47	58	80	78	97	51	87	66	88	39	47	25	80	58	26	64
64	46	1	21	96	34	6	6	71	68	55	70	53	47	98	100	11	87	28	70	93	5	32	28	55	43	67	57	10	64	3	22	59	39	93	46	48	87	99	37	38	81	24	42	26	66	25	61	94	66	58	46	59	63	26	28	47	10	22	71	8	42	39	41	97	51	94	55	93	29	79	47	21	84	99	50	94	57	60	72	77	53	35	95	87	5	46	37	62	66	36	10	82	73	47	71	19	42	49	15	61	96	35	2	57	26	50	56	67	23	19	46	13	75	65	45	31	33	23	4	74	17	67	14	26	74	29	100	63	70	10	43	15	75	62	95	99	58	8	95	75	3	14	12	22	82	66	54	29	45	80	98	57	48	55	69	2	99	100	88	25	2	27	5	23	97	60	59	3	98	94	53	18	29	89	99	68	65	99	78	51	22	12	22	68	52	97	27	68	47	94	43	89	62	12	62	28	13	1	85	45	11	14	92	70	71	6	88	88	85	65	27	70	17	13	69	57	27	51	71	97	33	6	100	37	48	100	73	16	16	18	74	21	91	27	42	77	88	95	12	27	53	57	62	31	55	64	7	93	90	82	85	48	60	45	37	6	36	84	77	5	42	99	88	5	10	22	53	25	93	64	82	71	88	8	72	70	86	4	14	99	27	94	40	74	62	88	94	46	18	32	90	74	35	34	58	58	66	95	76	70	71	77	7	86	21	56	41	70	21	55	27	71	98	60	59	22	36	98	61	71	70	14	41	89	28	97	5	62	5	6	52	6	38	59	89	98	63	9	5	50	35	16	19	19	70	14	75	29	72	16	99	7	75	21	26	25	20	41	69	73	66	99	43	84	16	33	63	62	61	79	13	21	29	100	61	100	56	93	6	92	75	78	13	5	11	41	58	98	38	85	75	69	56	76	57	24	23	53	46	73	45	60	57	60	54	13	55	48	22	69	40	74	22	89	30	17	93	94	97	5	58	90	96	64	94	80	73	25	95	19	6	94	67	13	18	1	77	8	31	67	49	32	2	21	20	67	81	55	14	85	53	74	28	52	75	28	78	5	44	4	95	15	45	87	87	77	60	69	73	25	68	19	33	25	47	32	91	60	30	74	66	36	36	65	83	64	17	7	50	77	9	46	44	98	70	97	70	31	73	77	57	100	53	22	85	37	76	97	4	29	42	35	14	63	22	34	2	12	56	76	41	34	4	74	100	53	92	7	70	29	10	21	2	55	88	54	19	89	41	84	1	88	3	64	72	84	90	17	15	60	70	38	39	42	53	41	35	89	27	49	30	75	33	8	44	91	42	44	72	88	69	33	71	50	92	23	91	97	59	74	98	83	19	95	8	78	56	82	77	46	12	11	55	79	53	51	23	63	3
24	58	86	7	75	33	24	30	99	82	98	96	88	5	81	48	71	18	2	98	99	40	30	6	91	84	30	72	9	46	61	59	96	55	94	2	77	53	31	18	43	11	27	64	27	98	33	96	51	96	40	79	85	46	40	16	43	63	42	21	74	51	90	51	92	73	78	86	63	53	70	100	57	21	83	72	60	67	33	28	100	68	26	58	87	51	67	83	93	68	30	16	54	73	3	38	35	81	62	80	3	20	28	13	70	26	43	4	21	86	82	42	56	85	2	38	99	74	99	15	38	83	7	80	47	12	100	26	98	20	21	93	25	67	27	21	91	12	56	75	47	72	80	25	8	20	39	38	75	11	15	42	14	59	71	47	19	63	1	9	66	71	1	25	87	48	90	62	39	55	59	2	96	75	79	79	17	61	44	65	30	84	52	86	7	13	34	16	30	49	97	5	95	47	10	99	30	73	70	37	97	88	71	36	25	63	38	82	89	53	92	15	91	13	17	42	38	55	8	100	92	99	20	84	82	48	85	45	39	44	78	48	43	40	40	60	88	37	52	93	8	2	96	71	33	12	3	28	77	24	22	64	12	70	9	98	4	99	80	91	85	7	97	65	95	16	32	26	29	99	86	34	91	22	70	79	59	20	98	14	69	83	42	13	36	57	77	7	1	69	43	56	24	4	27	23	19	2	71	30	85	21	10	11	62	32	81	14	90	9	89	42	43	48	58	84	25	20	31	64	21	6	15	26	86	33	76	22	49	92	43	63	12	95	65	74	91	12	53	10	34	71	79	16	2	78	9	6	10	81	55	11	15	18	1	96	56	86	64	42	42	9	76	11	1	35	97	78	91	39	54	72	40	57	72	26	34	22	41	100	13	60	32	53	73	74	54	47	12	91	88	31	67	70	4	33	91	60	96	80	64	66	13	71	30	66	55	19	79	53	54	90	47	85	94	13	69	48	81	69	94	87	83	7	53	56	64	67	42	99	16	32	4	87	5	10	73	32	88	34	53	7	23	84	72	7	60	64	78	88	84	73	46	53	35	76	49	84	71	31	9	65	41	49	30	35	28	20	62	83	16	96	23	89	17	7	53	61	44	15	11	94	76	65	2	68	7	84	12	99	32	6	56	25	76	97	24	11	34	92	5	54	9	64	63	56	31	34	42	61	36	68	32	63	24	4	82	56	9	34	83	96	74	64	50	48	84	26	49	77	7	24	96	31	26	5	27	46	58	84	86	77	2	22	84	22	75	2	15	17	55	11	65	97	2	82	48	42	95	98	51	9	45	77	30	68	32	9	88	72	87	91	25	71	73	6	80	69	35	13	69	99	35	15	62	88	74	93	47	89	45	44	8	45	39	10	85	16	20	62
93	45	78	54	13	22	25	99	95	87	44	85	46	88	13	30	15	30	11	26	6	75	23	81	89	60	5	52	92	32	23	100	45	4	38	98	13	68	13	56	49	59	22	27	42	59	29	94	60	34	45	76	58	84	70	35	100	11	75	48	97	93	58	92	93	23	69	94	31	83	28	84	75	34	66	26	63	28	68	22	75	19	51	83	10	31	87	39	65	77	32	61	45	42	80	17	84	80	81	98	17	5	52	56	59	16	33	56	58	37	38	62	73	51	50	86	16	8	21	41	17	46	93	77	15	4	70	83	34	59	31	15	63	30	76	85	78	31	72	51	74	57	96	88	72	79	59	37	84	4	5	63	88	19	94	29	24	46	45	95	55	72	59	77	67	83	58	94	61	34	92	54	65	47	51	86	18	37	87	2	87	61	69	61	38	18	85	75	99	51	9	85	89	69	59	66	38	37	10	47	4	77	38	14	43	71	34	15	97	75	54	68	93	47	22	69	94	15	11	52	100	24	99	46	70	9	1	47	37	58	25	29	32	92	53	48	76	97	40	9	45	79	83	80	49	2	77	73	58	22	39	91	53	54	81	19	47	48	3	93	73	37	52	15	47	75	70	8	89	72	36	47	80	80	60	100	25	1	24	39	24	85	49	18	78	74	43	14	100	77	72	2	51	37	22	78	72	48	28	62	86	14	53	97	5	15	53	86	67	91	8	1	31	80	77	25	15	87	63	21	65	69	98	41	58	30	27	33	9	72	38	51	52	72	43	4	35	13	78	42	34	48	27	22	53	58	37	94	6	44	27	7	14	29	22	86	49	74	66	51	37	29	68	85	2	21	12	98	62	61	15	70	50	93	88	6	16	29	6	15	5	56	72	74	13	85	3	16	65	26	32	12	53	13	35	41	35	45	13	9	29	98	39	61	76	16	79	40	56	71	64	44	64	87	99	90	58	55	1	12	98	86	24	4	96	64	62	73	64	65	31	62	73	100	74	9	63	9	18	55	95	70	79	91	40	95	78	88	36	62	76	73	91	32	91	96	31	42	13	43	43	81	66	25	25	16	90	38	32	13	38	16	23	88	63	83	98	72	94	9	16	13	42	48	30	21	49	37	11	47	35	49	76	68	4	87	35	25	70	5	40	49	48	75	26	28	53	46	11	99	47	40	5	10	8	6	21	11	63	2	67	65	8	55	7	34	53	63	17	63	12	32	68	93	90	29	69	58	38	86	49	63	3	96	31	34	13	10	67	37	69	9	2	80	10	47	35	11	7	86	11	82	90	23	68	16	32	43	6	36	37	76	62	16	22	35	11	67	62	61	72	94	20	7	5	5	54	32	66	10	85	46	90	10	46	51	31	8	28	79
19	77	79	56	9	89	17	26	7	72	82	95	5	15	27	47	7	91	46	33	63	54	47	54	55	86	41	5	45	56	8	18	59	100	1	52	18	4	73	52	46	22	15	41	21	3	5	27	78	71	34	34	34	91	92	13	6	55	23	95	24	42	37	95	67	52	60	47	20	1	26	50	16	81	90	59	29	48	82	50	20	70	47	25	74	4	53	41	92	18	75	49	68	99	70	25	64	29	44	33	46	75	62	9	97	33	40	21	69	38	12	28	4	96	3	56	98	45	31	57	12	20	70	90	6	66	49	8	52	21	25	95	46	31	29	25	6	84	49	55	100	45	29	9	53	4	59	30	11	81	29	97	24	15	95	2	59	22	89	31	33	1	67	57	64	94	47	98	34	71	83	54	62	4	42	60	45	66	20	20	58	92	27	6	79	83	82	10	51	84	3	43	62	30	2	65	20	65	24	4	55	19	40	59	23	79	13	97	89	74	41	70	35	77	92	55	50	10	85	94	89	27	59	13	82	9	68	53	25	7	78	22	21	50	64	7	65	67	18	77	83	99	26	79	18	36	26	89	74	26	53	62	62	96	34	33	4	85	68	60	34	2	89	77	66	83	25	17	13	74	40	82	82	37	17	11	47	33	39	14	74	73	99	17	25	5	92	19	92	50	57	66	14	41	55	35	29	75	28	12	83	97	83	78	5	48	74	100	76	97	6	61	39	81	81	49	53	63	43	45	80	45	20	44	78	69	34	47	57	83	28	10	34	83	16	59	15	1	38	100	40	69	71	22	30	16	27	3	70	22	16	56	50	52	46	22	44	70	12	86	22	62	45	69	46	25	54	78	34	39	97	77	7	15	49	2	10	29	41	30	91	59	61	65	27	77	89	57	15	53	51	24	34	22	87	94	72	12	34	84	39	64	59	89	97	47	93	55	87	45	82	92	9	28	4	44	32	55	75	64	56	47	72	82	10	44	55	80	7	3	14	12	43	76	21	14	67	46	90	57	61	66	80	38	25	31	96	43	68	52	76	75	35	16	67	56	93	45	11	68	14	34	88	17	3	57	64	62	72	31	19	24	17	37	1	91	11	14	82	68	90	21	40	69	2	43	39	45	38	24	3	6	45	55	32	33	32	18	81	82	41	91	47	36	41	38	35	50	60	32	73	75	26	55	48	75	35	99	33	30	39	84	16	45	35	29	55	79	69	70	71	100	58	98	55	18	72	99	76	57	40	42	60	76	81	36	70	58	67	67	80	82	25	3	83	39	17	97	53	64	33	36	39	66	70	46	30	75	52	94	6	69	26	49	19	15	18	69	37	15	78	28	2	97	56	79	2	83	67	23	29	47	37	24	25	33	30	55	70	4
70	59	62	52	34	89	17	40	14	59	65	99	75	21	67	53	8	62	94	69	83	20	36	44	24	55	85	45	79	56	57	29	19	10	76	51	67	78	34	99	10	16	63	55	68	91	32	24	49	67	4	55	61	67	8	17	34	89	51	57	14	88	100	80	42	41	30	57	99	21	91	26	90	50	79	40	35	49	10	27	51	70	94	76	6	11	85	33	68	61	43	5	44	1	95	12	23	6	43	55	14	41	63	72	18	58	53	79	19	29	2	10	93	10	94	27	70	37	38	61	8	82	40	22	15	63	25	96	67	72	31	60	55	39	74	87	97	86	18	100	98	61	43	74	70	46	75	15	70	41	20	30	40	94	73	44	56	99	4	9	22	14	44	24	96	60	39	75	5	3	26	1	41	29	9	40	3	48	39	51	63	75	84	84	95	33	4	73	6	29	88	23	56	94	50	80	50	93	29	56	84	35	32	52	8	2	64	3	54	94	93	12	79	81	30	39	1	73	85	63	53	51	94	67	68	8	58	77	86	11	29	53	28	73	63	65	95	37	1	22	73	21	58	91	6	99	56	77	6	93	77	33	38	7	72	59	88	46	58	1	29	39	96	37	36	13	9	79	23	92	46	91	11	95	96	19	4	24	80	21	15	36	75	54	88	34	38	24	98	46	51	92	80	17	54	21	85	50	53	60	17	41	97	98	59	96	70	28	34	94	55	12	56	58	97	23	29	1	59	76	73	46	65	98	50	21	68	67	64	100	83	82	7	99	79	85	76	62	29	3	3	57	54	87	98	34	27	100	58	92	47	63	64	15	25	59	41	4	49	69	80	8	68	29	27	14	25	36	43	68	91	82	1	44	62	53	55	22	82	6	85	17	28	82	29	30	40	34	57	74	6	76	41	61	46	3	51	20	22	47	31	34	52	58	77	60	67	54	13	95	83	84	58	44	6	36	17	4	1	66	44	41	76	58	24	88	20	22	79	70	55	98	18	70	89	85	36	88	97	80	94	34	37	29	29	53	95	70	5	19	77	96	30	83	87	68	21	27	66	38	73	96	94	37	93	43	27	81	37	51	80	48	9	20	1	77	2	49	70	40	62	67	46	6	82	1	64	24	34	57	39	51	33	72	85	80	17	52	55	80	12	67	33	84	73	12	21	99	5	31	93	1	10	36	19	19	80	14	49	100	1	51	90	85	85	76	81	43	30	19	61	37	65	58	9	79	16	51	84	84	79	29	37	30	26	48	86	20	76	83	69	9	61	79	75	27	96	5	40	98	95	31	60	18	30	77	66	25	59	21	17	10	26	84	34	12	5	38	62	74	46	92	36	36	37	35	33	27	54	55	4	82	80	77	35	7	16	29	93	53
24	92	67	27	58	75	25	22	31	10	85	29	65	10	43	86	52	65	38	96	94	37	41	46	28	67	73	42	69	36	26	15	46	96	78	77	71	19	22	52	62	30	36	21	30	79	33	31	76	63	47	43	56	62	87	44	54	52	35	13	90	43	75	25	59	12	14	57	26	50	91	6	95	48	77	10	97	74	72	48	39	38	38	4	75	71	43	3	34	94	10	74	15	43	30	48	86	19	45	11	58	46	19	67	31	64	84	81	91	85	1	64	13	12	47	55	70	95	8	76	81	76	33	44	42	12	74	27	75	74	73	30	69	38	34	88	19	65	64	99	49	64	58	6	27	33	82	18	74	36	83	85	80	2	67	3	100	40	81	70	11	92	51	61	82	48	70	63	35	1	93	39	97	56	91	23	54	8	3	46	27	39	24	5	46	8	16	6	23	66	88	89	8	40	30	100	51	32	55	34	43	52	61	44	7	56	71	27	14	66	8	18	68	36	42	6	5	41	9	13	30	55	84	27	53	73	86	60	46	66	88	3	98	66	23	17	35	89	41	43	9	45	48	83	48	77	20	75	96	70	14	7	14	83	25	11	74	88	9	84	75	91	68	3	74	49	60	62	7	26	39	48	87	87	10	81	70	72	24	30	35	20	10	98	73	1	63	66	48	83	82	58	97	41	51	68	46	42	93	84	89	59	31	53	96	12	68	86	10	58	17	67	54	76	43	44	14	96	54	5	78	50	85	40	48	23	38	14	50	23	56	77	52	88	99	24	87	39	15	87	3	9	86	87	57	34	83	97	41	46	80	60	73	35	31	45	3	13	65	100	14	56	2	79	39	67	82	98	70	80	32	94	79	84	22	22	17	11	78	21	37	30	2	71	64	87	37	57	71	91	8	5	71	2	95	90	90	32	47	67	91	25	14	86	92	68	9	25	94	59	57	81	4	20	16	15	15	92	13	44	9	26	9	42	51	88	69	86	75	71	49	96	22	30	47	30	73	100	16	1	13	92	34	35	22	86	32	63	8	13	52	65	39	45	16	98	87	7	16	59	28	73	27	92	9	97	24	92	5	94	96	80	13	91	82	47	32	95	77	96	56	62	10	39	77	25	63	49	32	34	71	28	34	10	88	68	43	36	15	61	90	99	28	26	46	41	30	18	58	55	56	60	38	75	63	67	2	30	78	40	36	81	67	62	11	40	51	54	31	15	13	19	6	41	35	61	37	46	33	95	22	39	11	50	98	29	85	66	6	56	25	60	22	36	71	66	85	49	7	62	60	71	1	76	6	12	63	61	94	34	65	64	89	5	71	85	70	39	77	30	91	24	54	67	10	19	91	97	47	28	6	8	71	7	40	90	9	34	54	17
62	86	47	82	75	92	92	76	9	15	98	27	52	55	79	8	49	19	10	95	54	31	91	85	11	28	100	1	46	28	77	19	57	44	65	31	55	47	57	49	79	38	21	95	65	99	2	64	33	62	48	19	29	12	63	41	51	78	15	79	52	11	86	35	94	25	66	70	41	51	95	67	19	94	68	69	81	31	34	52	43	97	54	65	49	27	3	24	8	32	89	1	40	18	47	34	70	34	60	61	25	3	60	8	2	44	23	84	35	26	81	55	100	44	36	87	61	34	1	91	59	98	26	34	7	1	100	60	71	2	58	22	28	46	92	17	31	70	77	8	30	6	91	14	16	94	13	65	64	60	86	18	82	64	88	84	98	15	78	95	62	65	37	2	19	55	32	63	69	87	99	96	27	49	68	82	45	49	23	55	86	79	66	6	53	55	34	37	56	94	76	23	57	78	90	85	87	19	14	50	13	52	70	93	100	24	2	65	69	59	6	45	19	96	61	75	27	92	9	93	97	82	97	80	72	76	21	95	91	71	39	33	11	89	77	93	58	60	32	6	23	66	100	89	76	50	54	44	96	67	66	21	10	45	73	12	66	28	41	51	4	57	2	91	30	100	41	69	4	79	56	24	44	33	8	19	66	51	69	86	47	3	84	71	14	65	99	95	98	49	54	17	63	24	85	96	86	57	40	76	83	48	45	54	57	25	85	86	21	85	59	25	7	9	23	3	89	64	54	71	33	97	92	90	21	26	75	16	54	82	4	87	92	4	82	61	54	31	80	35	71	10	83	79	10	74	10	92	42	62	86	21	83	91	39	5	73	39	69	89	70	4	27	65	86	89	83	3	75	94	29	97	95	21	25	80	54	10	33	87	63	15	95	14	67	9	34	57	100	24	95	43	86	67	35	71	71	85	38	97	38	50	5	45	91	20	45	1	70	43	57	44	41	89	8	18	12	89	3	95	78	92	7	26	10	100	90	51	60	81	95	10	71	2	76	67	22	93	59	71	28	17	22	89	64	90	44	89	88	28	48	91	31	72	27	58	27	10	75	39	10	34	39	17	90	19	24	96	56	57	11	15	29	54	31	18	43	63	34	14	78	6	19	22	33	61	90	91	42	4	42	66	85	30	88	49	82	53	21	84	78	96	78	81	27	30	38	29	13	1	81	43	93	72	46	75	55	9	5	74	17	79	62	33	76	12	89	20	82	36	67	42	31	53	40	50	69	78	22	55	43	30	59	33	92	61	60	55	18	50	28	96	32	70	66	27	5	5	17	79	26	43	69	83	4	77	53	48	19	12	77	15	68	91	57	35	95	64	66	88	68	48	51	44	33	10	100	83	22	49	77	66	65	81	58	87	80	62	33	36
